rok,dziedzina,poczta,wojewodztwo,lng,lat
2001,grupa #07,Marciszów,dolnośląskie,16.018,50.863
2001,grupa #04,Radom,mazowieckie,21.147,51.403
2001,grupa #11,Bytów,pomorskie,17.492,54.171
2001,grupa #07,Bolesławiec,dolnośląskie,15.566,51.266
2001,grupa #07,Warszawa,mazowieckie,20.952,52.273
2001,grupa #01,Łęczyca,łódzkie,19.200,52.060
2001,grupa #04,Nowy Dwór Maz.,mazowieckie,20.700,52.447
2001,grupa #10,Kraków,małopolskie,19.883,50.074
2001,grupa #04,Tychy,śląskie,19.020,50.122
2001,grupa #07,Wyrzysk,wielkopolskie,17.275,53.163
2001,grupa #01,Niegowić,małopolskie,20.222,49.928
2001,grupa #02,Katowice,śląskie,19.023,50.276
2001,grupa #06,Kraków,małopolskie,19.883,50.074
2001,grupa #06,Radom,mazowieckie,21.147,51.403
2001,grupa #04,Bolków,dolnośląskie,16.045,50.934
2001,grupa #01,Kraków,małopolskie,19.883,50.074
2001,grupa #06,Niechcice,łódzkie,19.585,51.271
2001,grupa #07,Knurów,śląskie,18.644,50.212
2001,grupa #01,Kraków,małopolskie,19.883,50.074
2001,grupa #03,Toruń,kujawsko-pomorskie,18.598,53.014
2001,grupa #08,Częstochowa,śląskie,19.120,50.812
2001,grupa #10,Izabelin,mazowieckie,20.823,52.283
2001,grupa #07,Wrocław,dolnośląskie,17.002,51.085
2001,grupa #11,Warszawa,mazowieckie,21.180,52.190
2001,grupa #10,Borzęcin Duży,mazowieckie,20.734,52.252
2001,grupa #04,Gdynia,pomorskie,18.509,54.526
2001,grupa #04,Jedlińsk,mazowieckie,21.142,51.527
2001,grupa #02,Gdynia,pomorskie,18.509,54.526
2001,grupa #08,Łódź,łódzkie,19.456,51.759
2001,grupa #05,Gdańsk,pomorskie,18.611,54.387
2001,grupa #08,Łódź,łódzkie,19.456,51.759
2001,grupa #07,Łódź,łódzkie,19.472,51.772
2001,grupa #04,Warszawa,mazowieckie,21.146,52.238
2001,grupa #05,Włodawa,lubelskie,23.554,51.552
2001,grupa #07,Oświęcim,małopolskie,19.210,50.034
2001,grupa #12,Brójce Lub.,lubelskie,22.573,51.247
2001,grupa #03,Olsztyn,warmińsko-mazurskie,20.469,53.761
2001,grupa #04,Szczecin,zachodniopomorskie,14.667,53.377
2001,grupa #02,Tarnów,małopolskie,20.986,50.012
2001,grupa #03,Żyrardów,mazowieckie,20.446,52.049
2001,grupa #04,Kraków,małopolskie,19.883,50.074
2001,grupa #03,Opoczno,łódzkie,20.279,51.375
2001,grupa #05,Oleśnica,dolnośląskie,17.390,51.213
2001,grupa #06,Chełm,lubelskie,23.471,51.143
2001,grupa #01,Otrębusy,mazowieckie,20.765,52.135
2001,grupa #10,Dąbrowa Górnicza,śląskie,19.360,50.343
2001,grupa #03,Jabłonowo Pom.,kujawsko-pomorskie,19.186,53.397
2001,grupa #07,Wojkowice,śląskie,19.037,50.365
2001,grupa #02,Kraków,małopolskie,19.943,50.062
2001,grupa #06,Lasowice Wielkie,opolskie,18.165,50.866
2001,grupa #08,Łódź,łódzkie,19.452,51.801
2001,grupa #04,Warszawa,mazowieckie,21.180,52.190
2001,grupa #08,Warszawa,mazowieckie,21.180,52.190
2001,grupa #04,Warszawa,mazowieckie,21.180,52.190
2001,grupa #07,Bukowno,małopolskie,19.445,50.265
2001,grupa #04,Kluczbork,opolskie,18.218,50.972
2001,grupa #08,Sochaczew,mazowieckie,20.295,52.263
2001,grupa #01,Przecław,zachodniopomorskie,14.473,53.374
2001,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,grupa #02,Wolbrom,małopolskie,19.743,50.391
2001,grupa #10,Józefów,mazowieckie,21.235,52.137
2001,grupa #07,Nowe Skalmierzyce,wielkopolskie,17.980,51.713
2001,grupa #04,Zielonki,małopolskie,19.926,50.133
2001,grupa #04,Radom,mazowieckie,21.147,51.403
2002,grupa #04,Imielin,śląskie,19.186,50.145
2002,grupa #08,Radom,mazowieckie,21.147,51.403
2002,grupa #04,Tychy,śląskie,19.020,50.122
2002,grupa #07,Michałowice,mazowieckie,20.880,52.168
2002,grupa #07,Gryfice,zachodniopomorskie,15.200,53.917
2002,grupa #04,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #03,Legnica,dolnośląskie,16.155,51.207
2002,grupa #06,Damnica,pomorskie,17.269,54.496
2002,grupa #06,Wołczkowo,zachodniopomorskie,14.396,53.488
2002,grupa #07,Tomaszów Maz.,łódzkie,20.009,51.531
2002,grupa #04,Zręcin,podkarpackie,21.706,49.663
2002,grupa #04,Knurów,śląskie,18.644,50.212
2002,grupa #04,Gdańsk,pomorskie,18.611,54.387
2002,grupa #01,Przecław,zachodniopomorskie,14.473,53.374
2002,grupa #04,Jedlińsk,mazowieckie,21.142,51.527
2002,grupa #12,Brójce Lub.,lubelskie,22.573,51.247
2002,grupa #05,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #02,Kielce,świętokrzyskie,20.639,50.842
2002,grupa #10,Kraków,małopolskie,19.883,50.074
2002,grupa #04,Warszawa,mazowieckie,21.058,52.227
2002,grupa #10,Łódź,łódzkie,19.452,51.801
2002,grupa #10,Katowice,śląskie,19.023,50.276
2002,grupa #06,Gdańsk,pomorskie,18.611,54.387
2002,grupa #03,Horyniec-Zdrój,podkarpackie,23.348,50.199
2002,grupa #04,Choszczno,zachodniopomorskie,15.388,53.196
2002,grupa #07,Sulmierzyce,łódzkie,19.191,51.188
2002,grupa #04,Warszawa,mazowieckie,21.058,52.227
2002,grupa #10,Koszalin,zachodniopomorskie,16.226,54.187
2002,grupa #01,Warszawa,mazowieckie,21.180,52.190
2002,grupa #06,Nowy Sącz,małopolskie,20.715,49.617
2002,grupa #14,Gliwice,śląskie,18.671,50.294
2002,grupa #01,Warszawa,mazowieckie,21.180,52.190
2002,grupa #04,Korczyna,podkarpackie,21.825,49.755
2002,grupa #04,Łuków,lubelskie,22.383,51.927
2002,grupa #08,Łódź,łódzkie,19.452,51.801
2002,grupa #05,Biała Piska,warmińsko-mazurskie,22.071,53.657
2002,grupa #03,Kęty,małopolskie,19.221,49.878
2002,grupa #06,Katowice,śląskie,19.023,50.276
2002,grupa #07,Lubliniec,śląskie,18.685,50.669
2002,grupa #06,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #10,Kraków,małopolskie,19.883,50.074
2002,grupa #01,Niegowić,małopolskie,20.222,49.928
2002,grupa #09,Gdańsk,pomorskie,18.611,54.387
2002,grupa #04,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #03,Telatyn,lubelskie,23.849,50.529
2002,grupa #02,Lisów,śląskie,18.801,50.733
2002,grupa #07,Kraków,małopolskie,19.943,50.062
2002,grupa #06,Częstochowa,śląskie,19.120,50.812
2002,grupa #03,Kraków,małopolskie,19.943,50.062
2002,grupa #05,Oleśnica,dolnośląskie,17.390,51.213
2002,grupa #10,Kraków,małopolskie,19.883,50.074
2002,grupa #08,Trzebnica,dolnośląskie,17.107,51.338
2002,grupa #16,Lubartów,lubelskie,22.609,51.460
2002,grupa #07,Starzyno,pomorskie,18.263,54.756
2002,grupa #06,Gubin,,14.749,51.957
2002,grupa #04,Zielona Góra,lubuskie,15.522,51.943
2002,grupa #03,Kobyłka,mazowieckie,21.196,52.339
2002,grupa #12,Żegoty,warmińsko-mazurskie,20.683,54.033
2002,grupa #07,Jasło,podkarpackie,21.472,49.745
2002,grupa #04,Ostrołęka,mazowieckie,21.559,53.088
2002,grupa #05,Cieszyn,śląskie,18.635,49.750
2002,grupa #04,Warszawa,mazowieckie,21.146,52.238
2002,grupa #02,Kraków,małopolskie,19.943,50.062
2002,grupa #03,Białystok,podlaskie,23.144,53.112
2002,grupa #07,Hańsk,lubelskie,23.399,51.386
2002,grupa #04,Dobrocz,kujawsko-pomorskie,18.157,53.239
2002,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #05,Gdańsk,pomorskie,18.611,54.387
2002,grupa #01,Biecz,podkarpackie,21.252,49.738
2002,grupa #04,Twardogóra,dolnośląskie,17.449,51.372
2002,grupa #01,Tuchola,kujawsko-pomorskie,17.860,53.588
2002,grupa #08,Sochaczew,mazowieckie,20.295,52.263
2002,grupa #04,Sosnowiec,śląskie,19.176,50.267
2002,grupa #02,Police,zachodniopomorskie,14.559,53.510
2002,grupa #08,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #07,Częstochowa,śląskie,19.120,50.812
2002,grupa #04,Kołobrzeg,zachodniopomorskie,15.583,54.176
2002,grupa #07,Sosnowiec,śląskie,19.176,50.267
2002,grupa #10,Warszawa,mazowieckie,21.058,52.227
2002,grupa #07,Swarzędz,wielkopolskie,17.095,52.417
2002,grupa #03,Skarżysko-Kamienna,świętokrzyskie,20.875,51.112
2002,grupa #13,Warszawa,mazowieckie,21.180,52.190
2002,grupa #10,Józefów,mazowieckie,21.235,52.137
2002,grupa #06,Prudnik,opolskie,17.536,50.329
2002,grupa #02,Warszawa,mazowieckie,21.180,52.190
2002,grupa #08,Łódź,łódzkie,19.456,51.759
2002,grupa #07,Łódź,łódzkie,19.472,51.772
2002,grupa #04,Warszawa,mazowieckie,21.146,52.238
2002,grupa #03,Olsztyn,warmińsko-mazurskie,20.469,53.761
2002,grupa #03,Mściwojów,dolnośląskie,16.261,51.064
2002,grupa #03,Żyrardów,mazowieckie,20.446,52.049
2002,grupa #04,Kraków,małopolskie,19.883,50.074
2002,grupa #10,Dąbrowa Górnicza,śląskie,19.360,50.343
2002,grupa #03,Jabłonowo Pom.,kujawsko-pomorskie,19.186,53.397
2002,grupa #10,Poznań,wielkopolskie,16.925,52.433
2002,grupa #05,Włodawa,lubelskie,23.554,51.552
2002,grupa #04,Oświęcim,małopolskie,19.210,50.034
2002,grupa #02,Gdynia,pomorskie,18.509,54.526
2002,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #08,Poznań,wielkopolskie,16.925,52.433
2002,grupa #04,Kraków,małopolskie,19.883,50.074
2002,grupa #06,Zambrów,podlaskie,22.241,52.985
2002,grupa #10,Tymbark,małopolskie,20.317,49.737
2002,grupa #05,Mściwojów,dolnośląskie,16.261,51.064
2002,grupa #04,Kłodzko,dolnośląskie,16.667,50.436
2002,grupa #16,Mysłowice,śląskie,19.166,50.208
2002,grupa #02,Police,zachodniopomorskie,14.559,53.510
2002,grupa #07,Włoszakowice,wielkopolskie,16.356,51.957
2002,grupa #03,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #04,Życzyn,mazowieckie,21.736,51.673
2002,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #06,Słubice,lubuskie,14.560,52.351
2002,grupa #10,Brąszewice,łódzkie,18.453,51.518
2002,grupa #12,Pobiedziska,wielkopolskie,17.258,52.492
2002,grupa #14,Ełk,,22.361,53.846
2002,grupa #08,Kraków,małopolskie,19.943,50.062
2002,grupa #05,Ełk,,22.361,53.846
2002,grupa #10,Przemyśl,podkarpackie,22.768,49.784
2002,grupa #10,Warszawa,mazowieckie,20.952,52.273
2002,grupa #04,Kowalewo Pomorskie,kujawsko-pomorskie,18.928,53.160
2002,grupa #08,Radomsko,łódzkie,19.445,51.067
2002,grupa #13,Rzeszów,podkarpackie,22.058,50.032
2002,grupa #02,Kęty,małopolskie,19.221,49.878
2002,grupa #10,Gdańsk- Jasień,pomorskie,18.548,54.340
2002,grupa #02,Kraków,małopolskie,19.883,50.074
2002,grupa #07,Sosnówka,lubelskie,23.341,51.743
2002,grupa #04,Paszkówka,małopolskie,19.668,49.937
2002,grupa #10,Poznań,wielkopolskie,16.899,52.413
2002,grupa #04,Wrocław,dolnośląskie,17.101,51.109
2002,grupa #04,Włocławek,kujawsko-pomorskie,19.068,52.648
2002,grupa #02,Katowice,śląskie,19.023,50.276
2002,grupa #10,Olecko,warmińsko-mazurskie,22.487,54.010
2002,grupa #04,Kluczbork,opolskie,18.218,50.972
2002,grupa #06,Dobrzany,zachodniopomorskie,15.422,53.368
2002,grupa #01,Pionki,mazowieckie,21.450,51.476
2002,grupa #04,Inowłódz,łódzkie,20.181,51.539
2002,grupa #03,Inowłódz,łódzkie,20.181,51.539
2002,grupa #06,Radom,mazowieckie,21.147,51.403
2002,grupa #03,Piotrków Trybunalski,łódzkie,19.703,51.405
2002,grupa #03,Pszczyna,śląskie,18.925,49.987
2002,grupa #05,Lublin,lubelskie,22.543,51.261
2002,grupa #04,Sejny,podlaskie,23.339,54.115
2002,grupa #03,Aleksandrów Łódzki,łódzkie,19.262,51.820
2002,grupa #08,Chorzów,śląskie,18.955,50.297
2002,grupa #03,Warszawa,mazowieckie,20.952,52.273
2002,grupa #01,Warszawa,mazowieckie,21.146,52.238
2002,grupa #10,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #04,Kraków,małopolskie,19.883,50.074
2002,grupa #04,Warszawa,mazowieckie,20.952,52.273
2002,grupa #05,Lublin,lubelskie,22.543,51.261
2002,grupa #04,Rzeszów,podkarpackie,22.058,50.032
2002,grupa #04,Warszawa,mazowieckie,20.952,52.273
2002,grupa #05,Smardzew,łódzkie,19.490,51.880
2002,grupa #04,Wrocław,dolnośląskie,17.002,51.085
2002,grupa #06,Tomaszów Maz.,łódzkie,20.009,51.531
2002,grupa #06,Łódź,łódzkie,19.452,51.801
2002,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #04,Łobżenica,wielkopolskie,17.266,53.253
2002,grupa #04,Chrzanów,małopolskie,19.400,50.135
2002,grupa #10,Borzęcin Duży,mazowieckie,20.734,52.252
2002,grupa #10,Czarnowąsy,opolskie,17.900,50.717
2002,grupa #06,Bielsko-Biała,śląskie,19.058,49.822
2002,grupa #06,Władysławów,śląskie,18.971,50.982
2002,grupa #05,Częstochowa,śląskie,19.120,50.812
2002,grupa #04,Podkowa Leśna,mazowieckie,20.727,52.120
2002,grupa #01,Częstochowa,śląskie,19.120,50.812
2002,grupa #07,Nowy Sącz,małopolskie,20.715,49.617
2002,grupa #07,Gliwice,śląskie,18.671,50.294
2002,grupa #03,Piotrków Trybunalski,łódzkie,19.703,51.405
2002,grupa #08,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #01,Nowy Sącz,małopolskie,20.715,49.617
2002,grupa #04,Warszawa,mazowieckie,21.180,52.190
2002,grupa #10,Poznań,wielkopolskie,16.925,52.433
2002,grupa #07,Sosnowiec,śląskie,19.176,50.267
2002,grupa #15,Gdynia,pomorskie,18.509,54.526
2002,grupa #04,Kraków,małopolskie,19.943,50.062
2002,grupa #04,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #02,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #04,Jawor,dolnośląskie,16.186,51.055
2002,grupa #04,Sieradz,łódzkie,18.730,51.596
2002,grupa #03,Katowice,śląskie,19.023,50.276
2002,grupa #06,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #06,Złotoryja,dolnośląskie,15.921,51.126
2002,grupa #13,Gdynia,pomorskie,18.509,54.526
2002,grupa #10,Katowice,śląskie,19.023,50.276
2002,grupa #06,Stalowa Wola,podkarpackie,22.054,50.583
2002,grupa #07,Warszawa,mazowieckie,21.180,52.190
2002,grupa #04,Łaziska Górne,śląskie,18.840,50.149
2002,grupa #04,Kraków,małopolskie,19.883,50.074
2002,grupa #01,Warszawa,mazowieckie,21.180,52.190
2002,grupa #08,Sosnowiec,śląskie,19.176,50.267
2002,grupa #04,Wrocław,dolnośląskie,16.917,51.124
2002,grupa #02,Wrocław,dolnośląskie,17.101,51.109
2002,grupa #01,Warszawa,mazowieckie,21.180,52.190
2002,grupa #02,Chorzów,śląskie,18.955,50.297
2002,grupa #04,Wrocław,dolnośląskie,17.029,51.103
2002,grupa #04,Janów Lubelski,lubelskie,22.425,50.663
2002,grupa #06,Santok,lubuskie,15.405,52.743
2002,grupa #10,Koszalin,zachodniopomorskie,16.226,54.187
2002,grupa #03,Białystok,podlaskie,23.144,53.112
2002,grupa #06,Sosnowiec,śląskie,19.176,50.267
2002,grupa #01,Warszawa,mazowieckie,21.058,52.227
2002,grupa #04,Warszawa,mazowieckie,21.180,52.190
2002,grupa #04,Małomice,lubuskie,15.420,51.545
2002,grupa #05,Gryfice,zachodniopomorskie,15.200,53.917
2002,grupa #04,Więcbork,kujawsko-pomorskie,17.477,53.344
2002,grupa #07,Bartoszyce,warmińsko-mazurskie,20.808,54.253
2002,grupa #04,Warszawa,mazowieckie,21.180,52.190
2002,grupa #10,Tymbark,małopolskie,20.317,49.737
2002,grupa #06,Warszawa,mazowieckie,21.146,52.238
2002,grupa #10,Kraków,małopolskie,19.943,50.062
2002,grupa #02,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #08,Mielec,podkarpackie,21.424,50.287
2002,grupa #06,Limanowa,małopolskie,20.422,49.706
2002,grupa #04,Warszawa,mazowieckie,20.952,52.273
2002,grupa #12,Piotrków Trybunalski,łódzkie,19.703,51.405
2002,grupa #08,Oświęcim,małopolskie,19.210,50.034
2002,grupa #04,Bolków,dolnośląskie,16.045,50.934
2002,grupa #10,Izabelin,mazowieckie,20.823,52.283
2002,grupa #03,Toruń,kujawsko-pomorskie,18.598,53.014
2002,grupa #08,Częstochowa,śląskie,19.120,50.812
2002,grupa #04,Wrocław,dolnośląskie,17.101,51.109
2002,grupa #02,Warszawa,mazowieckie,21.180,52.190
2002,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #10,Wrocław,dolnośląskie,17.101,51.109
2002,grupa #05,Tarnów,małopolskie,20.986,50.012
2002,grupa #13,Zaklików,podkarpackie,22.104,50.771
2002,grupa #06,Łódź,łódzkie,19.452,51.801
2002,grupa #07,Warszawa,mazowieckie,21.058,52.227
2002,grupa #04,Katowice,śląskie,19.023,50.276
2002,grupa #01,Kraków,małopolskie,19.883,50.074
2002,grupa #04,Kielce,świętokrzyskie,20.639,50.842
2002,grupa #04,Zielona Góra,lubuskie,15.522,51.943
2002,grupa #08,Pustków Osiedle,podkarpackie,21.535,50.117
2002,grupa #10,Kraków,małopolskie,19.943,50.062
2002,grupa #10,Siedlce,mazowieckie,22.305,52.156
2002,grupa #16,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #04,Mrągowo,warmińsko-mazurskie,21.305,53.864
2002,grupa #08,Szadek,łódzkie,18.971,51.694
2002,grupa #05,Stara Kamienica,dolnośląskie,15.551,50.906
2002,grupa #07,Warszawa,mazowieckie,20.952,52.273
2002,grupa #07,Bolesławiec,dolnośląskie,15.566,51.266
2002,grupa #04,Skarżysko-Kamienna,świętokrzyskie,20.875,51.112
2002,grupa #07,Zambrów,podlaskie,22.241,52.985
2002,grupa #01,Ligota,śląskie,18.957,49.880
2002,grupa #02,Wolbrom,małopolskie,19.743,50.391
2002,grupa #10,Jelenia Góra,dolnośląskie,15.719,50.904
2002,grupa #04,Gliwice,śląskie,18.671,50.294
2002,grupa #01,Rumia,pomorskie,18.388,54.571
2002,grupa #04,Toruń,kujawsko-pomorskie,18.598,53.014
2002,grupa #04,Węgierska Górka,śląskie,19.133,49.596
2002,grupa #01,Wrocław,dolnośląskie,17.029,51.103
2002,grupa #11,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #04,Wrocław,dolnośląskie,17.002,51.085
2002,grupa #06,Radom,mazowieckie,21.147,51.403
2002,grupa #04,Warszawa,mazowieckie,21.058,52.227
2002,grupa #03,Tarnobrzeg,podkarpackie,21.679,50.573
2002,grupa #03,Warszawa,mazowieckie,21.058,52.227
2002,grupa #04,Kielce,świętokrzyskie,20.639,50.842
2002,grupa #10,Trzcinica,podkarpackie,21.416,49.743
2002,grupa #06,Gdańsk,pomorskie,18.611,54.387
2002,grupa #05,Potok Górny,lubelskie,22.521,50.393
2002,grupa #13,Tychy,śląskie,19.020,50.122
2002,grupa #04,Żywiec,śląskie,19.182,49.691
2002,grupa #07,Gdańsk,pomorskie,18.611,54.387
2002,grupa #02,Łódź,łódzkie,19.456,51.759
2002,grupa #02,Włoszakowice,wielkopolskie,16.356,51.957
2002,grupa #04,Nowy Sącz,małopolskie,20.715,49.617
2002,grupa #02,Gdańsk,pomorskie,18.611,54.387
2002,grupa #12,Krosno,podkarpackie,21.766,49.682
2002,grupa #05,Suwałki,podlaskie,22.931,54.112
2002,grupa #04,Wrocław,dolnośląskie,17.101,51.109
2002,grupa #10,Wysoka,wielkopolskie,17.084,53.181
2002,grupa #08,Tarnobrzeg,podkarpackie,21.679,50.573
2002,grupa #10,Mszana Dolna,małopolskie,20.074,49.680
2002,grupa #14,Wrocław,dolnośląskie,17.002,51.085
2002,grupa #05,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #07,Brzeźnica,małopolskie,19.632,49.950
2002,grupa #03,Suwałki,podlaskie,22.931,54.112
2002,grupa #05,Kalisz,wielkopolskie,18.085,51.767
2002,grupa #04,Jedlińsk,mazowieckie,21.142,51.527
2002,grupa #01,Piątek,łódzkie,19.492,52.045
2002,grupa #04,Gdynia,pomorskie,18.509,54.526
2002,grupa #06,Warszawa,mazowieckie,21.180,52.190
2002,grupa #07,Łambinowice,opolskie,17.539,50.552
2002,grupa #07,Krosno,podkarpackie,21.766,49.682
2002,grupa #04,Warszawa,mazowieckie,21.180,52.190
2002,grupa #07,Łódź,łódzkie,19.456,51.759
2002,grupa #08,Łódź,łódzkie,19.456,51.759
2002,grupa #07,Zabrze,śląskie,18.786,50.325
2002,grupa #01,Zabrze,śląskie,18.786,50.325
2002,grupa #01,Łódź,łódzkie,19.456,51.759
2002,grupa #02,Zabierzów,małopolskie,19.811,50.124
2002,grupa #02,Koszalin,zachodniopomorskie,16.226,54.187
2002,grupa #05,Lublin,lubelskie,22.543,51.261
2002,grupa #01,Poznań,wielkopolskie,16.899,52.413
2002,grupa #02,Piotrków Trybunalski,łódzkie,19.703,51.405
2002,grupa #02,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #05,Nowy Sącz,małopolskie,20.715,49.617
2002,grupa #04,Lipsko,mazowieckie,21.642,51.124
2002,grupa #10,Wrocław,dolnośląskie,17.101,51.109
2002,grupa #06,Baczyna,lubuskie,15.094,52.762
2002,grupa #05,Tarczyn Kopana,mazowieckie,20.823,51.973
2002,grupa #02,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #04,Żary,lubuskie,15.137,51.642
2002,grupa #07,Ruda Śląska,śląskie,18.856,50.256
2002,grupa #13,Kielce,świętokrzyskie,20.639,50.842
2002,grupa #06,Łódź,łódzkie,19.452,51.801
2002,grupa #06,Dobroń,łódzkie,19.247,51.637
2002,grupa #13,Białystok,podlaskie,23.144,53.112
2002,grupa #03,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #10,Żagań,lubuskie,15.325,51.618
2002,grupa #05,Gniew,pomorskie,18.796,53.854
2002,grupa #06,Chełm,lubelskie,23.471,51.143
2002,grupa #12,Brójce Lub.,lubelskie,22.573,51.247
2002,grupa #06,Szczecin,zachodniopomorskie,14.590,53.469
2002,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #03,Kraków,małopolskie,19.943,50.062
2002,grupa #06,Jaworzno,,19.350,50.172
2002,grupa #01,Siemianowice Śląskie,śląskie,19.030,50.326
2002,grupa #02,Wolbrom,małopolskie,19.743,50.391
2002,grupa #04,Warszawa,mazowieckie,20.952,52.273
2002,grupa #07,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #05,Koszalin,zachodniopomorskie,16.226,54.187
2002,grupa #04,Wrocław,dolnośląskie,17.029,51.103
2002,grupa #04,Międzyrzecz,lubuskie,15.554,52.471
2002,grupa #04,Lubicz Górny,kujawsko-pomorskie,18.771,53.026
2002,grupa #03,Legnica,dolnośląskie,16.155,51.207
2002,grupa #04,Opole,opolskie,17.977,50.673
2002,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #08,Opole,opolskie,17.977,50.673
2002,grupa #02,Warszawa,mazowieckie,21.003,52.238
2002,grupa #04,Wrocław,dolnośląskie,17.002,51.085
2002,grupa #01,Otrębusy,mazowieckie,20.765,52.135
2002,grupa #04,Bolków,dolnośląskie,16.045,50.934
2002,grupa #08,Radom,mazowieckie,21.147,51.403
2002,grupa #10,Wrocław,dolnośląskie,17.029,51.103
2002,grupa #07,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,grupa #04,Warszawa,mazowieckie,21.180,52.190
2002,grupa #05,Częstochowa,śląskie,19.120,50.812
2002,grupa #07,Warszawa,mazowieckie,21.146,52.238
2002,grupa #04,Pionki,mazowieckie,21.450,51.476
2002,grupa #06,Straszewo,kujawsko-pomorskie,18.652,52.798
2002,grupa #07,Wrocław,dolnośląskie,17.002,51.085
2002,grupa #02,Kraków,małopolskie,19.943,50.062
2002,grupa #04,Kraków,małopolskie,19.883,50.074
2002,grupa #08,Chełm,lubelskie,23.471,51.143
2002,grupa #08,Szczecin-Mierzyn,zachodniopomorskie,14.454,53.431
2002,grupa #13,Kołbaskowo,zachodniopomorskie,14.450,53.349
2002,grupa #02,Nowy Sącz,małopolskie,20.715,49.617
2002,grupa #06,Częstochowa,śląskie,19.120,50.812
2002,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2002,grupa #01,Kraków,małopolskie,19.883,50.074
2002,grupa #10,Dąbrowa Górnicza,śląskie,19.195,50.322
2002,grupa #02,Katowice,śląskie,19.023,50.276
2002,grupa #04,Kraków,małopolskie,19.943,50.062
2002,grupa #08,Rakoniewice,wielkopolskie,16.275,52.143
2002,grupa #04,Gdynia,pomorskie,18.509,54.526
2002,grupa #07,Jawor,dolnośląskie,16.186,51.055
2002,grupa #06,Wrocław,dolnośląskie,16.917,51.124
2002,grupa #08,Legnica,dolnośląskie,16.155,51.207
2002,grupa #07,Piastów,mazowieckie,20.840,52.185
2002,grupa #10,Gdańsk,pomorskie,18.611,54.387
2002,grupa #11,Lubaczów,podkarpackie,23.139,50.156
2002,grupa #04,Warszawa,mazowieckie,21.180,52.190
2002,grupa #04,Lipno,kujawsko-pomorskie,19.159,52.809
2002,grupa #01,Włocławek,kujawsko-pomorskie,19.068,52.648
2002,grupa #06,Wrocław,dolnośląskie,16.917,51.124
2002,grupa #04,Wrocław,dolnośląskie,17.002,51.085
2002,grupa #03,Chorzów,śląskie,18.955,50.297
2002,grupa #12,Katowice,śląskie,19.023,50.276
2002,grupa #10,Kędzierzyn-Koźle,,18.238,50.355
2002,grupa #10,Limanowa,małopolskie,20.422,49.706
2002,grupa #07,Kamień,małopolskie,19.596,50.003
2002,grupa #04,Kraków,małopolskie,19.883,50.074
2002,grupa #10,Gdynia,pomorskie,18.509,54.526
2002,grupa #08,Bobrowice,lubuskie,15.116,51.920
2002,grupa #02,Kraków,małopolskie,19.943,50.062
2002,grupa #04,Kraków,małopolskie,19.943,50.062
2002,grupa #04,Poznań,wielkopolskie,16.925,52.433
2002,grupa #10,NJ-07016 Cranford,,0.000,0.000
2002,grupa #10,Lubin,dolnośląskie,16.194,51.404
2002,grupa #13,Krosno,podkarpackie,21.766,49.682
2002,grupa #10,Poznań,wielkopolskie,16.899,52.413
2002,grupa #13,Sandomierz,świętokrzyskie,21.750,50.682
2002,grupa #03,Mikołów,śląskie,18.904,50.179
2002,grupa #03,Poznań,wielkopolskie,16.925,52.433
2002,grupa #03,Chełmża,kujawsko-pomorskie,18.680,53.200
2002,grupa #04,Potok Górny,lubelskie,22.521,50.393
2002,grupa #04,Laszki,podkarpackie,22.884,50.009
2002,grupa #10,Przemyśl,podkarpackie,22.768,49.784
2002,grupa #02,Rzeszów,podkarpackie,22.058,50.032
